Graph,n,m,diam,weighted?,alpha,implementation,k,b,|E^k|,#constraints,#nonzeros,IP build time,IP solve time,LB,UB,#B&B nodes,#callbacks,callback time,#lazy cuts,solve status #,heuristic time,heuristic obj,total time
LindenStrasse,232,303,13,N,n/a,Thin_F,3,15,3251,3392,16222,0.05,0.60,756,756,1,10,0.12,698,2,0.14,767,0.79
polbooks,105,441,7,N,n/a,Thin_F,3,15,3510,16153,77723,0.08,4.18,1028,1028,3,17,0.07,1047,2,0.12,1168,4.39
adjnoun,112,425,5,N,n/a,Thin_F,3,15,5634,32972,160390,0.16,19.87,1681,1681,41,33,0.20,779,2,0.20,1690,20.25
football,115,613,4,N,n/a,Thin_F,3,15,6247,25182,122483,0.13,1590.46,3706,3706,7788,4047,31.29,1290,2,0.29,3801,1590.89
netscience,1589,2742,1589,N,n/a,Thin_F,3,15,13087,14775,70467,0.13,5.23,5832,5832,0,11,2.96,7813,2,1.60,6172,6.99
jazz,198,2742,6,N,n/a,Thin_F,3,15,18461,671489,3308123,3.42,2605.30,10843,10843,63,59,1.59,7846,2,1.64,12225,2610.50
SmallWorld,233,994,4,N,n/a,Thin_F,3,15,25721,122866,588778,0.83,45.63,3428,3428,17,20,0.52,1871,2,0.51,3439,47.01
Erdos971,429,1312,11,N,n/a,Thin_F,3,15,34086,127433,624586,0.74,17.01,15247,15247,0,3,0.05,2204,2,3.23,15247,21.03
S.Cerevisae,1458,1948,19,N,n/a,Thin_F,3,15,39091,42227,201270,0.56,9.02,16328,16328,0,4,0.31,3508,2,16.96,16387,26.63
USAir,332,2126,6,N,n/a,Thin_F,3,15,46573,468884,2289101,3.07,52.77,11546,11546,0,3,0.04,3142,2,1.42,11546,57.37
power,4941,6594,46,N,n/a,Thin_F,3,15,53125,54663,261271,4.40,11.60,47055,47055,0,6,6.15,13035,2,293.04,50975,309.91
H.Pylori,706,1392,9,N,n/a,Thin_F,3,15,62028,108386,527917,0.82,30.58,21665,21665,3,8,1.13,3303,2,6.15,21665,37.62
Harvard500,500,2043,6,N,n/a,Thin_F,3,15,83993,221689,1068123,1.54,11.68,6050,6050,0,5,0.07,3386,2,1.82,6219,15.12
homer,542,1619,9,N,n/a,Thin_F,3,15,91527,302329,1484095,1.81,69.99,15575,15575,5,10,1.06,3544,2,2.31,15575,74.21
celegans_metabolic,453,2025,7,N,n/a,Thin_F,3,15,91531,564536,2753807,3.74,54.04,13531,13531,3,9,0.77,3873,2,4.08,13531,62.01
email,1133,5451,8,N,n/a,Thin_F,3,15,289259,1186389,5852687,7.32,345.80,221776,221776,0,4,2.93,10370,2,28.09,221776,381.60
hep-th,8361,15751,8361,N,n/a,Thin_F,3,15,376431,589752,2875939,14.23,506.91,302530,302530,5,20,252.69,46609,2,572.71,307663,1095.67
PGPgiantcompo,10680,24316,24,N,n/a,Thin_F,3,15,1145492,2991130,14695892,59.07,708.96,664152,664152,0,4,61.08,47216,2,1639.53,677508,2413.70
cond-mat,16726,47594,16726,N,n/a,Thin_F,3,15,1761969,3412618,16716284,105.00,3564.22,1461085,1461085,0,4,160.59,94077,2,3598.76,1495271,7279.22
karate,34,78,5,N,n/a,Thin,3,15,480,1153,5245,0.03,0.04,0,0,0,n/a,n/a,n/a,2,0.01,0,0.08
dolphins,62,159,8,N,n/a,Thin,3,15,1107,2897,13586,0.03,1.96,130,130,25,n/a,n/a,n/a,2,0.02,132,2.01
lesmis,77,254,5,N,n/a,Thin,3,15,2500,6660,31457,0.04,0.74,81,81,0,n/a,n/a,n/a,2,0.02,88,0.80
LindenStrasse,232,303,13,N,n/a,Thin,3,15,3251,3695,17131,0.03,0.30,756,756,0,n/a,n/a,n/a,2,0.13,767,0.47
polbooks,105,441,7,N,n/a,Thin,3,15,3510,16594,79046,0.09,2.98,1028,1028,3,n/a,n/a,n/a,2,0.13,1168,3.20
adjnoun,112,425,5,N,n/a,Thin,3,15,5634,33397,161665,0.16,18.03,1681,1681,33,n/a,n/a,n/a,2,0.20,1690,18.42
football,115,613,4,N,n/a,Thin,3,15,6247,25795,124322,0.13,1134.05,3706,3706,5399,n/a,n/a,n/a,2,0.29,3801,1134.48
netscience,1589,2742,1589,N,n/a,Thin,3,15,13087,17517,78693,0.15,1.32,5832,5832,0,n/a,n/a,n/a,2,1.63,6172,3.12
jazz,198,2742,6,N,n/a,Thin,3,15,18461,674231,3316349,3.41,3225.13,10843,10843,40,n/a,n/a,n/a,2,1.58,12225,3230.26
SmallWorld,233,994,4,N,n/a,Thin,3,15,25721,123860,591760,0.82,39.38,3428,3428,13,n/a,n/a,n/a,2,0.49,3439,40.75
Erdos971,429,1312,11,N,n/a,Thin,3,15,34086,128745,628522,0.72,9.21,15247,15247,0,n/a,n/a,n/a,2,3.30,15247,13.28
S.Cerevisae,1458,1948,19,N,n/a,Thin,3,15,39091,44175,207114,0.62,2.30,16328,16328,0,n/a,n/a,n/a,2,17.16,16387,20.17
USAir,332,2126,6,N,n/a,Thin,3,15,46573,471010,2295479,3.01,20.06,11546,11546,0,n/a,n/a,n/a,2,1.47,11546,24.65
power,4941,6594,46,N,n/a,Thin,3,15,53125,61257,281053,4.29,1.85,47055,47055,0,n/a,n/a,n/a,2,293.15,50975,300.16
H.Pylori,706,1392,9,N,n/a,Thin,3,15,62028,109778,532093,0.73,9.86,21665,21665,0,n/a,n/a,n/a,2,6.21,21665,16.86
Harvard500,500,2043,6,N,n/a,Thin,3,15,83993,223732,1074252,1.30,14.26,6050,6050,0,n/a,n/a,n/a,2,1.84,6219,17.48
homer,542,1619,9,N,n/a,Thin,3,15,91527,303948,1488952,1.77,38.91,15575,15575,0,n/a,n/a,n/a,2,2.27,15575,43.05
celegans_metabolic,453,2025,7,N,n/a,Thin,3,15,91531,566561,2759882,3.70,135.99,13531,13531,0,n/a,n/a,n/a,2,4.06,13531,143.95
email,1133,5451,8,N,n/a,Thin,3,15,289259,1191840,5869040,7.47,209.59,221776,221776,0,n/a,n/a,n/a,2,26.62,221776,244.01
hep-th,8361,15751,8361,N,n/a,Thin,3,15,376431,605503,2923192,14.36,171.22,302530,302530,0,n/a,n/a,n/a,2,584.78,307663,772.16
PGPgiantcompo,10680,24316,24,N,n/a,Thin,3,15,1145492,3015446,14768840,57.53,1391.64,664152,664152,0,n/a,n/a,n/a,2,1617.45,677508,3072.69
cond-mat,16726,47594,16726,N,n/a,Thin,3,15,1761969,3460212,16859066,105.27,1993.48,1461085,1461085,0,n/a,n/a,n/a,2,3581.27,1495271,5691.04
karate,34,78,5,N,n/a,R_full,3,15,480,4434,12954,0.03,0.07,0,0,0,n/a,n/a,n/a,2,0.00,0,0.10
dolphins,62,159,8,N,n/a,R_full,3,15,1107,10823,32167,0.05,3.95,130,130,19,n/a,n/a,n/a,2,0.03,132,4.05
lesmis,77,254,5,N,n/a,R_full,3,15,2500,26104,79421,0.11,1.16,81,81,0,n/a,n/a,n/a,2,0.02,88,1.30
LindenStrasse,232,303,13,N,n/a,R_full,3,15,3251,23780,68369,0.20,0.76,756,756,0,n/a,n/a,n/a,2,0.14,767,1.12
polbooks,105,441,7,N,n/a,R_full,3,15,3510,50318,156076,0.22,6.77,1028,1028,0,n/a,n/a,n/a,2,0.13,1168,7.14
adjnoun,112,425,5,N,n/a,R_full,3,15,5634,88057,277752,0.38,60.17,1681,1681,33,n/a,n/a,n/a,2,0.20,1690,60.78
football,115,613,4,N,n/a,R_full,3,15,6247,99474,307790,0.42,3600.24,3605,3706,1588,n/a,n/a,n/a,9,0.31,3801,3601.03
netscience,1589,2742,1589,N,n/a,R_full,3,15,13087,134050,396400,6.42,13.77,5832,5832,0,n/a,n/a,n/a,2,1.68,6172,22.18
jazz,198,2742,6,N,n/a,R_full,3,15,18461,736927,2440815,3.34,3697.94,10415,11682,0,n/a,n/a,n/a,9,1.78,12225,3703.23
SmallWorld,233,994,4,N,n/a,R_full,3,15,25721,408402,1295985,1.86,3709.36,3346,3428,0,n/a,n/a,n/a,9,0.49,3439,3711.86
Erdos971,429,1312,11,N,n/a,R_full,3,15,34086,434023,1336028,2.39,14.90,15247,15247,0,n/a,n/a,n/a,2,3.49,15247,20.87
S.Cerevisae,1458,1948,19,N,n/a,R_full,3,15,39091,302601,875941,6.69,17.93,16328,16328,0,n/a,n/a,n/a,2,17.93,16387,42.90
USAir,332,2126,6,N,n/a,R_full,3,15,46573,961748,3130970,4.36,46.22,11546,11546,0,n/a,n/a,n/a,2,1.44,11546,52.18
power,4941,6594,46,N,n/a,R_full,3,15,53125,356100,1007591,64.32,136.90,47055,47055,0,n/a,n/a,n/a,2,305.27,50975,521.76
H.Pylori,706,1392,9,N,n/a,R_full,3,15,62028,579281,1720908,3.69,113.70,21665,21665,0,n/a,n/a,n/a,2,6.36,21665,123.93
Harvard500,500,2043,6,N,n/a,R_full,3,15,83993,1339839,4171553,6.26,47.54,6050,6050,0,n/a,n/a,n/a,2,1.76,6219,55.78
homer,542,1619,9,N,n/a,R_full,3,15,91527,1025045,3165835,5.21,1917.74,15575,15575,0,n/a,n/a,n/a,2,2.38,15575,1925.62
celegans_metabolic,453,2025,7,N,n/a,R_full,3,15,91531,1454460,4618862,8.93,3624.65,13476,13531,0,n/a,n/a,n/a,9,4.38,13531,3638.29
email,1133,5451,8,N,n/a,R_full,3,15,289259,6382736,19824988,33.19,1660.54,221776,221776,0,n/a,n/a,n/a,2,28.25,221776,1722.85
karate,34,78,5,N,n/a,Path_full,3,15,480,2785,9181,0.03,0.19,0,0,0,n/a,n/a,n/a,2,0.01,0,0.23
dolphins,62,159,8,N,n/a,Path_full,3,15,1107,6900,23381,0.05,2.26,130,130,104,n/a,n/a,n/a,2,0.02,132,2.34
lesmis,77,254,5,N,n/a,Path_full,3,15,2500,15819,53934,0.08,1.83,81,81,0,n/a,n/a,n/a,2,0.02,88,1.95
LindenStrasse,232,303,13,N,n/a,Path_full,3,15,3251,10640,31464,0.08,0.69,756,756,0,n/a,n/a,n/a,2,0.14,767,0.94
polbooks,105,441,7,N,n/a,Path_full,3,15,3510,36697,132335,0.23,9.12,1028,1028,5,n/a,n/a,n/a,2,0.14,1168,9.55
adjnoun,112,425,5,N,n/a,Path_full,3,15,5634,72427,267487,0.38,59.22,1681,1681,39,n/a,n/a,n/a,2,0.20,1690,59.90
football,115,613,4,N,n/a,Path_full,3,15,6247,57836,207951,0.33,3674.39,3588,3725,1056,n/a,n/a,n/a,9,0.30,3801,3675.13
netscience,1589,2742,1589,N,n/a,Path_full,3,15,13087,48120,144328,0.42,3.80,5832,5832,0,n/a,n/a,n/a,2,1.65,6172,6.04
jazz,198,2742,6,N,n/a,Path_full,3,15,18461,1366922,5357500,7.81,3601.45,10413,11682,5,n/a,n/a,n/a,9,1.62,12225,3612.47
SmallWorld,233,994,4,N,n/a,Path_full,3,15,25721,273440,989058,2.12,169.79,3428,3428,154,n/a,n/a,n/a,2,0.51,3439,172.95
Erdos971,429,1312,11,N,n/a,Path_full,3,15,34086,291575,1048840,2.44,13.97,15247,15247,0,n/a,n/a,n/a,2,3.74,15247,21.21
S.Cerevisae,1458,1948,19,N,n/a,Path_full,3,15,39091,127440,378727,2.80,4.24,16328,16328,0,n/a,n/a,n/a,2,18.89,16387,28.30
USAir,332,2126,6,N,n/a,Path_full,3,15,46573,988592,3755079,6.88,46.99,11546,11546,0,n/a,n/a,n/a,2,1.59,11546,57.22
power,4941,6594,46,N,n/a,Path_full,3,15,53125,175638,517946,12.10,4.55,47055,47055,0,n/a,n/a,n/a,2,311.19,50975,337.65
H.Pylori,706,1392,9,N,n/a,Path_full,3,15,62028,281583,923452,3.21,137.82,21665,21665,0,n/a,n/a,n/a,2,6.33,21665,149.45
Harvard500,500,2043,6,N,n/a,Path_full,3,15,83993,531456,1829438,6.14,35.66,6050,6050,0,n/a,n/a,n/a,2,2.11,6219,46.43
homer,542,1619,9,N,n/a,Path_full,3,15,91527,699422,2492320,6.17,793.68,15575,15575,0,n/a,n/a,n/a,2,2.49,15575,805.69
celegans_metabolic,453,2025,7,N,n/a,Path_full,3,15,91531,1224652,4551093,8.50,2478.48,13531,13531,0,n/a,n/a,n/a,2,4.05,13531,2494.17
email,1133,5451,8,N,n/a,Path_full,3,15,289259,2672938,9733816,32.85,209.90,221776,221776,0,n/a,n/a,n/a,2,27.74,221776,291.17
hep-th,8361,15751,8361,N,n/a,Path_full,3,15,376431,1587436,5116129,113.52,1251.59,302530,302530,5,n/a,n/a,n/a,2,606.70,307663,2072.85
PGPgiantcompo,10680,24316,24,N,n/a,Path_full,3,15,1145492,7176383,24960667,631.43,932.65,664152,664152,0,n/a,n/a,n/a,2,1724.46,677508,3887.07
karate,34,78,5,N,n/a,Recursive,4,5,553,7480,22482,0.05,0.28,44,44,0,n/a,n/a,n/a,2,0.00,44,0.34
dolphins,62,159,8,N,n/a,Recursive,4,5,1459,20414,62724,0.12,17.04,764,764,0,n/a,n/a,n/a,2,0.01,796,17.19
lesmis,77,254,5,N,n/a,Recursive,4,5,2899,45307,142192,0.18,2.35,583,583,0,n/a,n/a,n/a,2,0.01,642,2.56
LindenStrasse,232,303,13,N,n/a,Recursive,4,5,7257,62262,183499,0.39,4.11,3526,3526,0,n/a,n/a,n/a,2,0.07,3529,4.60
polbooks,105,441,7,N,n/a,Recursive,4,5,4685,95182,305907,0.45,65.46,3333,3333,41,n/a,n/a,n/a,2,0.03,3534,66.01
adjnoun,112,425,5,N,n/a,Recursive,4,5,6178,148603,488575,0.73,322.02,4777,4777,15,n/a,n/a,n/a,2,0.05,4821,322.88
football,115,613,4,N,n/a,Recursive,4,5,6555,176224,580280,0.76,3600.49,5667,5987,663,n/a,n/a,n/a,9,0.04,5994,3601.38
netscience,1589,2742,1589,N,n/a,Recursive,4,5,22847,300616,920452,9.08,32.23,11786,11786,0,n/a,n/a,n/a,2,0.37,12805,42.11
jazz,198,2742,6,N,n/a,Recursive,4,5,19336,1181013,4111784,5.29,3603.11,16626,17799,0,n/a,n/a,n/a,9,0.20,17799,3608.90
SmallWorld,233,994,4,N,n/a,Recursive,4,5,27028,662111,2175510,2.98,69.66,9606,9606,0,n/a,n/a,n/a,2,0.10,9606,72.86
Erdos971,429,1312,11,N,n/a,Recursive,4,5,62059,952188,3039153,4.79,463.30,49325,49325,0,n/a,n/a,n/a,2,0.45,49325,468.71
S.Cerevisae,1458,1948,19,N,n/a,Recursive,4,5,117958,983098,2908773,11.17,49.91,66402,66402,0,n/a,n/a,n/a,2,2.98,66402,64.58
USAir,332,2126,6,N,n/a,Recursive,4,5,53447,1592255,5381769,7.45,3602.81,33390,33906,0,n/a,n/a,n/a,9,0.41,33906,3611.43
power,4941,6594,46,N,n/a,Recursive,4,5,105233,877580,2543117,71.91,157.14,97949,97949,0,n/a,n/a,n/a,2,40.37,103151,318.20
H.Pylori,706,1392,9,N,n/a,Recursive,4,5,162758,1567946,4795905,10.16,388.85,109368,109368,0,n/a,n/a,n/a,2,1.12,109368,400.49
Harvard500,500,2043,6,N,n/a,Recursive,4,5,119080,2648649,8653826,12.11,850.38,37491,37491,0,n/a,n/a,n/a,2,0.42,40201,863.34
homer,542,1619,9,N,n/a,Recursive,4,5,133947,2029415,6500276,9.77,966.22,76068,76068,0,n/a,n/a,n/a,2,0.49,76068,976.82
celegans_metabolic,453,2025,7,N,n/a,Recursive,4,5,100476,2473631,8176372,15.46,3607.55,70233,71463,0,n/a,n/a,n/a,9,0.73,71463,3624.18
email,1133,5451,8,N,n/a,Recursive,4,5,548801,14675966,48385798,71.89,3603.87,-1E+100,522824,0,n/a,n/a,n/a,9,3.98,522824,3681.88
karate,34,78,5,N,n/a,Path_like,4,5,553,5471,20213,0.04,0.14,44,44,0,n/a,n/a,n/a,2,0.00,44,0.19
dolphins,62,159,8,N,n/a,Path_like,4,5,1459,18171,68890,0.13,47.70,764,764,5,n/a,n/a,n/a,2,0.01,796,47.90
lesmis,77,254,5,N,n/a,Path_like,4,5,2899,30313,112751,0.18,4.07,583,583,0,n/a,n/a,n/a,2,0.01,642,4.33
LindenStrasse,232,303,13,N,n/a,Path_like,4,5,7257,19909,74599,0.34,1.60,3526,3526,0,n/a,n/a,n/a,2,0.08,3529,2.23
polbooks,105,441,7,N,n/a,Path_like,4,5,4685,117599,449880,0.72,157.86,3333,3333,52,n/a,n/a,n/a,2,0.04,3534,158.82
adjnoun,112,425,5,N,n/a,Path_like,4,5,6178,337845,1312665,2.59,1555.95,4777,4777,15,n/a,n/a,n/a,2,0.05,4821,1559.11
football,115,613,4,N,n/a,Path_like,4,5,6555,292241,1138518,1.96,3600.79,5657,5994,23,n/a,n/a,n/a,9,0.04,5994,3603.29
netscience,1589,2742,1589,N,n/a,Path_like,4,5,22847,75909,277229,1.24,3.31,11786,11786,0,n/a,n/a,n/a,2,0.36,12805,5.69
jazz,198,2742,6,N,n/a,Path_like,4,5,19336,13825341,54572329,85.88,3621.37,-1E+100,17799,0,n/a,n/a,n/a,9,0.27,17799,3749.50
SmallWorld,233,994,4,N,n/a,Path_like,4,5,27028,967583,3718934,7.61,39.77,9606,9606,0,n/a,n/a,n/a,2,0.10,9606,49.30
Erdos971,429,1312,11,N,n/a,Path_like,4,5,62059,1916439,7521810,15.05,115.31,49325,49325,0,n/a,n/a,n/a,2,0.44,49325,136.45
S.Cerevisae,1458,1948,19,N,n/a,Path_like,4,5,117958,333721,1276950,15.97,18.17,66402,66402,0,n/a,n/a,n/a,2,3.52,66402,51.37
USAir,332,2126,6,N,n/a,Path_like,4,5,53447,4144187,16046169,31.16,3600.49,33390,33906,0,n/a,n/a,n/a,9,0.30,33906,3638.94
power,4941,6594,46,N,n/a,Path_like,4,5,105233,288073,1065805,36.82,9.90,97949,97949,0,n/a,n/a,n/a,2,43.27,103151,139.74
H.Pylori,706,1392,9,N,n/a,Path_like,4,5,162758,1638453,6427239,23.14,77.62,109368,109368,0,n/a,n/a,n/a,2,1.06,109368,115.16
Harvard500,500,2043,6,N,n/a,Path_like,4,5,119080,3998911,15727506,37.09,182.43,37491,37491,0,n/a,n/a,n/a,2,0.45,40201,231.74
homer,542,1619,9,N,n/a,Path_like,4,5,133947,3784195,14802046,32.84,204.04,76068,76068,0,n/a,n/a,n/a,2,0.49,76068,251.41
celegans_metabolic,453,2025,7,N,n/a,Path_like,4,5,100476,6721085,26244858,47.82,3616.29,70233,71463,0,n/a,n/a,n/a,9,0.72,71463,3667.84
email,1133,5451,8,N,n/a,Path_like,4,5,548801,31029679,122836718,291.43,3601.97,-1E+100,522824,0,n/a,n/a,n/a,9,3.59,522824,4019.18
hep-th,8361,15751,8361,N,n/a,Path_like,4,5,1340125,8303051,32502380,886.49,1077.90,1216604,1216604,0,n/a,n/a,n/a,2,79.22,1216604,2885.81
karate,34,78,5,N,n/a,Thin_I,4,5,553,1075,5011,0.02,0.04,44,44,0,3,0.00,173,2,0.00,44,0.06
dolphins,62,159,8,N,n/a,Thin_I,4,5,1459,2738,13109,0.03,1.32,764,764,56,8,0.03,1226,2,0.01,796,1.37
lesmis,77,254,5,N,n/a,Thin_I,4,5,2899,6406,30695,0.04,0.75,583,583,5,6,0.01,1083,2,0.01,642,0.80
LindenStrasse,232,303,13,N,n/a,Thin_I,4,5,7257,3392,16222,0.08,2.12,3526,3526,12,9,0.10,8153,2,0.08,3529,2.29
polbooks,105,441,7,N,n/a,Thin_I,4,5,4685,16153,77723,0.09,12.58,3333,3333,107,22,0.19,6027,2,0.05,3534,12.73
adjnoun,112,425,5,N,n/a,Thin_I,4,5,6178,32972,160390,0.16,46.96,4777,4777,193,14,0.85,4254,2,0.04,4821,47.18
football,115,613,4,N,n/a,Thin_I,4,5,6555,25182,122483,0.14,3600.42,5763,5984,15424,264,24.59,7177,9,0.06,5994,3600.73
netscience,1589,2742,1589,N,n/a,Thin_I,4,5,22847,14775,70467,0.18,4.57,11786,11786,0,9,0.43,24640,2,0.36,12805,5.14
jazz,198,2742,6,N,n/a,Thin_I,4,5,19336,671489,3308123,3.44,3602.95,16802,17799,53,5,79.58,8828,9,0.20,17799,3606.79
SmallWorld,233,994,4,N,n/a,Thin_I,4,5,27028,122866,588778,0.76,24.81,9606,9606,3,5,0.20,10865,2,0.10,9606,25.71
Erdos971,429,1312,11,N,n/a,Thin_I,4,5,62059,127433,624586,0.89,622.06,49325,49325,59,11,9.92,79634,2,0.43,49325,623.46
S.Cerevisae,1458,1948,19,N,n/a,Thin_I,4,5,117958,42227,201270,0.76,50.62,66402,66402,0,5,10.17,156316,2,2.87,66402,54.38
USAir,332,2126,6,N,n/a,Thin_I,4,5,53447,468884,2289101,3.02,785.00,33795,33795,31,11,6.81,24356,2,0.28,33906,788.40
power,4941,6594,46,N,n/a,Thin_I,4,5,105233,54663,261271,4.47,35.54,97949,97949,0,6,15.65,118003,2,39.30,103151,80.21
H.Pylori,706,1392,9,N,n/a,Thin_I,4,5,162758,108386,527917,1.10,576.60,109368,109368,0,6,44.65,226619,2,0.94,109368,578.75
Harvard500,500,2043,6,N,n/a,Thin_I,4,5,119080,221689,1068123,1.76,324.75,37491,37491,3,6,2.79,76989,2,0.43,40201,327.04
homer,542,1619,9,N,n/a,Thin_I,4,5,133947,302329,1484095,1.90,1065.74,76068,76068,6,6,14.40,104193,2,0.51,76068,1068.27
celegans_metabolic,453,2025,7,N,n/a,Thin_I,4,5,100476,564536,2753807,3.78,3602.21,66186,71463,38,6,46.02,68898,9,0.77,71463,3606.93
email,1133,5451,8,N,n/a,Thin_I,4,5,548801,1186389,5852687,9.74,3600.77,258207,522824,0,3,522.39,530128,9,4.20,522824,3615.20
hep-th,8361,15751,8361,N,n/a,Thin_I,4,5,1340125,589752,2875939,17.64,3606.19,329778,1216604,0,3,3362.86,1566090,9,77.96,1216604,3704.11
PGPgiantcompo,10680,24316,24,N,n/a,Thin_I,4,5,4211853,2991130,14695892,69.80,3613.76,833432,3122094,0,3,2045.18,3370034,9,242.11,3122094,3932.79
cond-mat,16726,47594,16726,N,n/a,Thin_I,4,5,7586150,3412618,16716284,130.54,3607.60,1586132,6976109,0,2,184.21,5871775,9,535.88,6976109,4278.06
karate,34,78,5,N,n/a,Thin_F,4,5,553,1075,5011,0.02,0.03,44,44,0,3,0.00,173,2,0.00,44,0.05
dolphins,62,159,8,N,n/a,Thin_F,4,5,1459,2738,13109,0.02,0.90,764,764,7,17,0.04,1773,2,0.01,796,0.94
lesmis,77,254,5,N,n/a,Thin_F,4,5,2899,6406,30695,0.05,0.75,583,583,3,13,0.03,1126,2,0.01,642,0.82
LindenStrasse,232,303,13,N,n/a,Thin_F,4,5,7257,3392,16222,0.05,2.02,3526,3526,7,16,0.33,8637,2,0.10,3529,2.18
polbooks,105,441,7,N,n/a,Thin_F,4,5,4685,16153,77723,0.11,15.11,3333,3333,53,56,0.44,10508,2,0.03,3534,15.26
adjnoun,112,425,5,N,n/a,Thin_F,4,5,6178,32972,160390,0.16,74.90,4777,4777,21,29,0.30,7487,2,0.04,4821,75.12
football,115,613,4,N,n/a,Thin_F,4,5,6555,25182,122483,0.14,3602.16,5759,5986,11325,10514,144.56,2071616,9,0.05,5994,3602.46
netscience,1589,2742,1589,N,n/a,Thin_F,4,5,22847,14775,70467,0.16,5.44,11786,11786,0,9,1.43,27433,2,0.36,12805,5.99
jazz,198,2742,6,N,n/a,Thin_F,4,5,19336,671489,3308123,3.41,3601.43,16852,17799,11,36,2.02,30042,9,0.20,17799,3605.19
SmallWorld,233,994,4,N,n/a,Thin_F,4,5,27028,122866,588778,0.65,20.21,9606,9606,0,6,0.44,15078,2,0.10,9606,21.00
Erdos971,429,1312,11,N,n/a,Thin_F,4,5,62059,127433,624586,0.88,414.14,49325,49325,0,10,5.51,118150,2,0.43,49325,415.54
S.Cerevisae,1458,1948,19,N,n/a,Thin_F,4,5,117958,42227,201270,0.75,50.97,66402,66402,0,5,10.35,156316,2,2.95,66402,54.80
USAir,332,2126,6,N,n/a,Thin_F,4,5,53447,468884,2289101,3.02,680.74,33795,33795,12,34,3.54,51797,2,0.28,33906,684.15
power,4941,6594,46,N,n/a,Thin_F,4,5,105233,54663,261271,4.43,35.69,97949,97949,0,6,15.81,118003,2,39.92,103151,80.94
H.Pylori,706,1392,9,N,n/a,Thin_F,4,5,162758,108386,527917,1.19,580.98,109368,109368,0,7,44.82,227683,2,0.95,109368,583.24
Harvard500,500,2043,6,N,n/a,Thin_F,4,5,119080,221689,1068123,1.62,306.81,37491,37491,0,7,2.94,81242,2,0.43,40201,308.96
homer,542,1619,9,N,n/a,Thin_F,4,5,133947,302329,1484095,1.90,936.05,76068,76068,0,8,23.99,157458,2,0.49,76068,938.58
celegans_metabolic,453,2025,7,N,n/a,Thin_F,4,5,100476,564536,2753807,3.55,3600.43,70184,71463,2,25,11.11,212818,9,0.66,71463,3604.83
email,1133,5451,8,N,n/a,Thin_F,4,5,548801,1186389,5852687,8.94,3600.78,258207,522824,0,3,504.35,530128,9,4.09,522824,3614.35
hep-th,8361,15751,8361,N,n/a,Thin_F,4,5,1340125,589752,2875939,18.33,3605.73,329778,1216604,0,3,3374.40,1571586,9,78.92,1216604,3704.62
PGPgiantcompo,10680,24316,24,N,n/a,Thin_F,4,5,4211853,2991130,14695892,70.56,3615.43,833432,3122094,0,3,2078.08,3399681,9,254.46,3122094,3946.76
cond-mat,16726,47594,16726,N,n/a,Thin_F,4,5,7586150,3412618,16716284,124.76,3610.49,1586132,6976109,0,2,203.49,5875994,9,495.03,6976109,4240.49
karate,34,78,5,N,n/a,Thin,4,5,553,2736,14743,0.04,0.05,44,44,0,n/a,n/a,n/a,2,0.00,44,0.10
dolphins,62,159,8,N,n/a,Thin,4,5,1459,9086,50720,0.07,1.31,764,764,3,n/a,n/a,n/a,2,0.01,796,1.39
lesmis,77,254,5,N,n/a,Thin,4,5,2899,15157,82439,0.13,0.82,583,583,0,n/a,n/a,n/a,2,0.01,642,0.96
LindenStrasse,232,303,13,N,n/a,Thin,4,5,7257,9955,54691,0.25,1.06,3526,3526,0,n/a,n/a,n/a,2,0.10,3529,1.42
polbooks,105,441,7,N,n/a,Thin,4,5,4685,58800,332282,0.37,24.69,3333,3333,36,n/a,n/a,n/a,2,0.03,3534,25.12
adjnoun,112,425,5,N,n/a,Thin,4,5,6178,168923,974821,1.00,262.48,4777,4777,15,n/a,n/a,n/a,2,0.05,4821,263.58
football,115,613,4,N,n/a,Thin,4,5,6555,146121,846278,0.91,3600.70,5648,5987,705,n/a,n/a,n/a,9,0.06,5994,3601.72
netscience,1589,2742,1589,N,n/a,Thin,4,5,22847,37955,201321,0.80,2.24,11786,11786,0,n/a,n/a,n/a,2,0.37,12805,3.43
jazz,198,2742,6,N,n/a,Thin,4,5,19336,6912671,40746989,40.60,3605.41,16597,17799,1,n/a,n/a,n/a,9,0.19,17799,3647.62
SmallWorld,233,994,4,N,n/a,Thin,4,5,27028,483792,2751352,4.09,19.29,9606,9606,0,n/a,n/a,n/a,2,0.11,9606,23.60
Erdos971,429,1312,11,N,n/a,Thin,4,5,62059,958220,5605372,8.22,62.11,49325,49325,0,n/a,n/a,n/a,2,0.43,49325,70.97
S.Cerevisae,1458,1948,19,N,n/a,Thin,4,5,117958,166861,943230,12.61,12.59,66402,66402,0,n/a,n/a,n/a,2,2.87,66402,28.20
USAir,332,2126,6,N,n/a,Thin,4,5,53447,2072094,11901983,19.43,339.19,33795,33795,7,n/a,n/a,n/a,2,0.29,33906,359.37
power,4941,6594,46,N,n/a,Thin,4,5,105233,144037,777733,40.01,7.05,97949,97949,0,n/a,n/a,n/a,2,38.92,103151,86.89
H.Pylori,706,1392,9,N,n/a,Thin,4,5,162758,819227,4788787,15.98,63.73,109368,109368,0,n/a,n/a,n/a,2,0.94,109368,80.86
